sku_id,sku_name,category,subcategory,inventory_units,unit_cost,inventory_capital,sales_units_12m,revenue_12m,gross_profit_12m_est,inventory_roic,benchmark_roic,roic_gap,upside_gross_profit,days_inventory,has_sales_12m
747,"HL Mountain Frame - Black, 38",Components,Mountain Frames,834,739.041,616360.194,250,202440.0,17679.75,0.028684120376534245,0.48862182364006623,0.459937703263532,283487.292011425,1217.64,True
748,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,738,747.2002,551433.7476,453,370871.1,32389.409400000004,0.05873671958049019,0.48862182364006623,0.42988510405957603,237053.153968988,594.6357615894041,True
750,"Road-150 Red, 44",Bikes,Road Bikes,223,2171.2942,484198.60659999994,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,236590.00616087098,,False
957,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,151,1481.9379,223772.6229,1054,1464253.119147,-97709.4274530001,-0.4366460301833469,0.48862182364006623,0.9252678538234131,207049.61453511892,52.29127134724858,True
776,"Mountain-100 Black, 42",Bikes,Mountain Bikes,194,1898.0944,368230.3136,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,179925.36735078547,,False
753,"Road-150 Red, 56",Bikes,Road Bikes,163,2171.2942,353920.9546,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,172933.5022610851,,False
774,"Mountain-100 Silver, 48",Bikes,Mountain Bikes,164,1912.1544,313593.32159999997,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,153228.54068153776,,False
751,"Road-150 Red, 48",Bikes,Road Bikes,140,2171.2942,303981.18799999997,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,148531.8424328338,,False
773,"Mountain-100 Silver, 44",Bikes,Mountain Bikes,158,1912.1544,302120.39519999997,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,147622.6184614815,,False
775,"Mountain-100 Black, 38",Bikes,Mountain Bikes,155,1898.0944,294204.632,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,143754.80381119458,,False
772,"Mountain-100 Silver, 42",Bikes,Mountain Bikes,153,1912.1544,292559.6232,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,142951.0166114346,,False
778,"Mountain-100 Black, 48",Bikes,Mountain Bikes,153,1898.0944,290408.4432,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,141899.90311685659,,False
822,"ML Road Frame-W - Yellow, 38",Components,Road Frames,796,360.9428,287310.4688,356,127055.688,-1439.9487999999983,-0.005011821553228409,0.48862182364006623,0.49363364519329467,141826.11401593836,816.123595505618,True
749,"Road-150 Red, 62",Bikes,Road Bikes,133,2171.2942,288782.1286,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,141105.25031119213,,False
771,"Mountain-100 Silver, 38",Bikes,Mountain Bikes,149,1912.1544,284911.0056,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,139213.73513139712,,False
777,"Mountain-100 Black, 44",Bikes,Mountain Bikes,149,1898.0944,282816.0656,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,138190.1017281806,,False
790,"Road-250 Red, 48",Bikes,Road Bikes,185,1518.7864,280975.484,3,5277.636,721.2768000000005,0.002567045315597714,0.48862182364006623,0.48605477832446853,136569.47659023025,22508.333333333336,True
752,"Road-150 Red, 52",Bikes,Road Bikes,128,2171.2942,277925.6576,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,135800.54165287662,,False
789,"Road-250 Red, 44",Bikes,Road Bikes,163,1518.7864,247562.1832,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,120964.28541950017,,False
954,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,148,1481.9379,219326.8092,918,1351894.522524,-8524.469676000066,-0.03886651936027922,0.48862182364006623,0.5274883430003454,115692.33516046092,58.84531590413943,True
791,"Road-250 Red, 52",Bikes,Road Bikes,148,1518.7864,224780.3872,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,109832.6027121842,,False
792,"Road-250 Red, 58",Bikes,Road Bikes,227,1554.9479,352973.17329999997,398,696843.42,77974.15580000007,0.22090674787267203,0.48862182364006623,0.2677150757673942,94496.23983386706,208.178391959799,True
976,"Road-350-W Yellow, 48",Bikes,Road Bikes,227,1082.51,245729.77,1488,1636675.398001,25900.518001000164,0.10540244269548686,0.48862182364006623,0.38321938094457936,94168.41033905387,55.682123655913976,True
942,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,826,199.3757,164684.3282,6,1310.724,114.46980000000008,0.0006950861763906451,0.48862182364006623,0.4879267374636756,80353.88697002317,50248.333333333336,True
758,"Road-450 Red, 52",Bikes,Road Bikes,165,884.7083,145976.8695,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,71327.48418435796,,False
814,"ML Mountain Frame - Black, 38",Components,Mountain Frames,767,185.8193,142523.4031,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,69640.04513411026,,False
979,"Touring-3000 Blue, 50",Bikes,Touring Bikes,164,461.4448,75676.9472,774,327264.923265,-29893.351934999984,-0.3950126563112734,0.48862182364006623,0.8836344799513396,66870.75988337699,77.33850129198967,True
965,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,163,461.4448,75215.5024,791,335123.21766,-29879.619139999966,-0.3972534675245348,0.48862182364006623,0.8858752911646011,66631.55508869173,75.2149178255373,True
786,"Mountain-300 Black, 40",Bikes,Mountain Bikes,223,598.4354,133451.0942,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,65207.11701476626,,False
955,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,137,1481.9379,203025.49229999998,616,947238.6924,34364.94600000011,0.1692641924454534,0.48862182364006623,0.3193576311946128,64837.740293048104,81.17694805194806,True
795,"Road-250 Black, 52",Bikes,Road Bikes,188,1554.9479,292330.20519999997,511,873253.29,78674.91310000012,0.2691302906799319,0.48862182364006623,0.21949153296013435,64164.004869898636,134.2857142857143,True
754,"Road-450 Red, 58",Bikes,Road Bikes,148,884.7083,130936.8284,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,63978.59187445442,,False
961,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,168,461.4448,77522.7264,795,342220.751775,-24627.86422499997,-0.3176857338314661,0.48862182364006623,0.8063075574715324,62507.160172117874,77.13207547169812,True
755,"Road-450 Red, 60",Bikes,Road Bikes,137,884.7083,121205.0371,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,59223.426262163885,,False
958,"Touring-3000 Blue, 54",Bikes,Touring Bikes,163,461.4448,75215.5024,647,276709.106625,-21845.678974999988,-0.29044117606000314,0.48862182364006623,0.7790629997000693,58597.61492369176,91.95517774343122,True
962,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,174,461.4448,80291.3952,652,281634.598875,-19227.410724999965,-0.23947037758038567,0.48862182364006623,0.7280922012204519,58459.53867022922,97.4079754601227,True
757,"Road-450 Red, 48",Bikes,Road Bikes,134,884.7083,118550.9122,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,57926.56291335738,,False
756,"Road-450 Red, 44",Bikes,Road Bikes,129,884.7083,114127.3707,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,55765.12399867986,,False
825,HL Mountain Rear Wheel,Components,Wheels,783,145.2835,113756.9805,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,55584.14326369746,,False
828,HL Road Rear Wheel,Components,Wheels,716,158.5346,113510.77360000001,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,55463.84119922669,,False
817,HL Mountain Front Wheel,Components,Wheels,831,133.2955,110768.5605,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,54123.93603349501,,False
959,"Touring-3000 Blue, 58",Bikes,Touring Bikes,204,461.4448,94134.7392,454,201620.404125,-7875.5350749999925,-0.0836623667514234,0.48862182364006623,0.5722841903914896,53871.82301078602,164.00881057268722,True
770,"Road-650 Black, 52",Bikes,Road Bikes,227,486.7066,110482.3982,5,2818.764,385.2310000000002,0.0034868088154878614,0.48862182364006623,0.4851350148245784,53598.87988861197,16571.0,True
763,"Road-650 Red, 48",Bikes,Road Bikes,223,486.7066,108535.57179999999,2,1127.5056,154.0924,0.00141974098854842,0.48862182364006623,0.4872020826515178,52878.75662273334,40697.5,True
827,ML Road Rear Wheel,Components,Wheels,837,122.2709,102340.7433,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,50005.92062392589,,False
820,HL Road Front Wheel,Components,Wheels,678,146.5466,99358.5948,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,48548.777785490405,,False
950,ML Crankset,Components,Cranksets,905,113.8816,103062.848,52,8002.488,2080.6448,0.02018811667226584,0.48862182364006623,0.4684337069678004,48278.11193929895,6352.403846153847,True
943,"LL Mountain Frame - Black, 40",Components,Mountain Frames,719,136.785,98348.415,7,1049.118,91.62299999999993,0.0009316164373365848,0.48862182364006623,0.48769020720272965,47963.558889410044,37490.71428571428,True
964,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,197,461.4448,90904.6256,273,123385.9935,-2588.4369000000006,-0.028474204507366683,0.48862182364006623,0.5170960281474329,47006.42083798945,263.38827838827837,True
793,"Road-250 Black, 44",Bikes,Road Bikes,134,1554.9479,208363.01859999998,692,1131759.72,55735.77319999994,0.2674935963900455,0.48862182364006623,0.22112822725002074,46074.94492748109,70.67919075144509,True
953,"Touring-2000 Blue, 60",Bikes,Touring Bikes,165,755.1508,124599.882,768,594879.48702,14923.672619999968,0.11977276687950611,0.48862182364006623,0.3688490567605601,45958.54894817709,78.41796875000001,True
951,HL Crankset,Components,Cranksets,923,179.8156,165969.7988,568,137867.019792,35731.75899200002,0.21529072909860045,0.48862182364006623,0.27333109454146576,45364.70676683086,593.125,True
804,HL Fork,Components,Forks,901,101.8936,91806.1336,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,44858.48042097556,,False
767,"Road-650 Black, 62",Bikes,Road Bikes,188,486.7066,91500.84079999999,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,44709.30769629537,,False
794,"Road-250 Black, 48",Bikes,Road Bikes,165,1554.9479,256566.4035,644,1082892.72,81506.27240000002,0.31768100300006746,0.48862182364006623,0.17094082063999877,43857.671562943055,93.51708074534162,True
760,"Road-650 Red, 60",Bikes,Road Bikes,185,486.7066,90040.72099999999,11,6201.2808,847.5082000000002,0.009412499040295338,0.48862182364006623,0.4792093245997709,43148.35309688641,6138.636363636363,True
963,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,162,461.4448,74754.0576,420,187439.66325,-6367.152749999979,-0.08517467752813968,0.48862182364006623,0.5737965011682059,42893.61669900653,140.7857142857143,True
971,"Touring-2000 Blue, 50",Bikes,Touring Bikes,227,755.1508,171419.2316,310,275042.04,40945.29199999999,0.23886055034679077,0.48862182364006623,0.24976127329327547,42813.885551370884,267.27419354838713,True
944,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,682,144.5938,98612.97159999999,409,64706.08622,5567.222020000001,0.05645527083984559,0.48862182364006623,0.43216655280022065,42617.227997758055,608.6308068459658,True
819,ML Road Front Wheel,Components,Wheels,793,110.2829,87454.3397,2,367.6098,147.044,0.00168138025516417,0.48862182364006623,0.48694044338490206,42585.05494945184,144722.5,True
824,ML Mountain Rear Wheel,Components,Wheels,812,104.7951,85093.62120000001,4,698.634,279.4536,0.0032840722495894904,0.48862182364006623,0.48533775139047675,41299.146770881,74095.0,True
787,"Mountain-300 Black, 44",Bikes,Mountain Bikes,140,598.4354,83780.95599999999,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,40937.20350702814,,False
785,"Mountain-300 Black, 38",Bikes,Mountain Bikes,137,598.4354,81985.6498,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,40059.97771759183,,False
829,Touring Rear Wheel,Components,Wheels,741,108.7844,80609.24040000001,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,39387.43404648851,,False
766,"Road-650 Black, 60",Bikes,Road Bikes,165,486.7066,80306.58899999999,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,39239.55196749328,,False
972,"Touring-2000 Blue, 54",Bikes,Touring Bikes,129,755.1508,97414.4532,947,723950.9823,8823.174699999974,0.09057356901532117,0.48862182364006623,0.3980482546247451,38775.65307148391,49.720168954593454,True
759,"Road-650 Red, 58",Bikes,Road Bikes,163,486.7066,79333.1758,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,38763.92103455397,,False
788,"Mountain-300 Black, 48",Bikes,Mountain Bikes,128,598.4354,76599.7312,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,37428.30034928288,,False
816,ML Mountain Front Wheel,Components,Wheels,818,92.8071,75916.2078,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,37094.31589907422,,False
796,"Road-250 Black, 58",Bikes,Road Bikes,148,1554.9479,230132.28919999997,396,691956.72,76197.35160000005,0.33110239273629083,0.48862182364006623,0.1575194309037754,36250.307227367055,136.41414141414143,True
978,"Touring-3000 Blue, 44",Bikes,Touring Bikes,163,461.4448,75215.5024,268,124716.655875,1049.4494750000013,0.013952568839053601,0.48862182364006623,0.47466925480101263,35702.48647369177,221.9962686567164,True
768,"Road-650 Black, 44",Bikes,Road Bikes,148,486.7066,72032.5768,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,35196.689037509124,,False
973,"Road-350-W Yellow, 40",Bikes,Road Bikes,185,1082.51,200264.35,1355,1529534.460475,62733.41047500004,0.3132530102087568,0.48862182364006623,0.17536881343130944,35120.12143209246,49.83394833948339,True
821,Touring Front Wheel,Components,Wheels,736,96.7964,71242.1504,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,34810.46944848787,,False
761,"Road-650 Red, 62",Bikes,Road Bikes,148,486.7066,72032.5768,8,4510.0224,616.3696,0.008556817309359395,0.48862182364006623,0.4800650063307068,34580.319437509126,6752.5,True
803,ML Fork,Components,Forks,882,77.9176,68723.3232,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,33579.715508589674,,False
764,"Road-650 Red, 52",Bikes,Road Bikes,140,486.7066,68138.924,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,33294.16530575188,,False
762,"Road-650 Red, 44",Bikes,Road Bikes,137,486.7066,66678.8042,10,5637.528,770.4620000000004,0.011554826293660505,0.48862182364006623,0.47706699734640573,31810.256906342907,5000.5,True
769,"Road-650 Black, 48",Bikes,Road Bikes,133,486.7066,64731.9778,1,563.7528,77.0462,0.0011902339866402165,0.48862182364006623,0.48743158965342603,31552.410840464283,48545.0,True
765,"Road-650 Black, 58",Bikes,Road Bikes,134,486.7066,65218.6844,6,3382.5168,462.2772,0.0070881098607380065,0.48862182364006623,0.48153371377932824,31404.99530693394,8151.666666666668,True
969,"Touring-1000 Blue, 60",Bikes,Touring Bikes,129,1481.9379,191169.98909999998,1058,1631667.04428,63776.746080000186,0.33361275156342096,0.48862182364006623,0.15500907207664527,29633.08261929339,44.503780718336486,True
966,"Touring-1000 Blue, 46",Bikes,Touring Bikes,185,1481.9379,274158.51149999996,939,1495878.284511,104338.596411,0.3805776294893548,0.48862182364006623,0.10804419415071143,29621.235444576043,71.91160809371672,True
884,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,72,41.5723,2993.2056,3535,119296.044848,-27662.035651999977,-9.24160894660894,0.48862182364006623,9.730230770249007,29124.581230801636,7.434229137199434,True
960,"Touring-3000 Blue, 62",Bikes,Touring Bikes,159,461.4448,73369.7232,272,132728.46825,7215.482650000005,0.09834414435953612,0.48862182364006623,0.39027767928053014,28634.565299950867,213.36397058823528,True
988,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,194,308.2179,59794.2726,471,145925.6172,754.9863000000187,0.012626398268118053,0.48862182364006623,0.47599542537194817,28461.800221043224,150.33970276008495,True
802,LL Fork,Components,Forks,863,65.8097,56793.771100000005,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,27750.676006278492,,False
985,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,164,308.2179,50547.7356,418,128139.732,-695.3501999999862,-0.01375630761192765,0.48862182364006623,0.5023781312519939,25394.076949747883,143.20574162679426,True
715,"Long-Sleeve Logo Jersey, L",Clothing,Jerseys,216,38.4923,8314.336800000001,2989,96328.550436,-18724.934263999996,-2.2521260221260215,0.48862182364006623,2.7407478457660877,22787.500673573708,26.37671462027434,True
949,LL Crankset,Components,Cranksets,885,77.9176,68957.076,399,42012.306,10923.1836,0.15840555072259735,0.48862182364006623,0.3302162729174689,22770.74862800664,809.5864661654135,True
987,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,155,308.2179,47773.7745,431,133631.4348,789.5198999999848,0.016526219840552577,0.48862182364006623,0.47209560379951365,22553.788918359307,131.2645011600928,True
807,HL Headset,Components,Headsets,782,55.3801,43307.2382,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,21160.861706098738,,False
986,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,153,308.2179,47157.3387,354,112681.6056,3572.4689999999973,0.07575637426715086,0.48862182364006623,0.41286544937291536,19469.635833606273,157.75423728813558,True
826,LL Road Rear Wheel,Components,Wheels,799,49.9789,39933.1411,2,166.5962,66.6384,0.0016687492685117126,0.48862182364006623,0.4869530743715545,19445.565827958082,145817.5,True
984,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,154,308.2179,47465.556599999996,411,131190.678,4513.1211000000185,0.09508202206565969,0.48862182364006623,0.39353980157440654,18679.58572598276,136.7639902676399,True
883,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,36,41.5723,1496.6028,2609,90782.203567,-17679.92713299999,-11.81337301587301,0.48862182364006623,12.301994839513076,18411.199922400818,5.036412418551169,True
810,HL Mountain Handlebars,Components,Handlebars,840,53.3999,44855.916000000005,210,15154.02,3940.0409999999993,0.08783771130657546,0.48862182364006623,0.40078411233349076,17977.53847696563,1460.0,True
995,ML Bottom Bracket,Components,Bottom Brackets,816,44.9506,36679.6896,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,17922.49682290357,,False
970,"Touring-2000 Blue, 46",Bikes,Touring Bikes,133,755.1508,100435.0564,506,413598.59814,31492.293340000033,0.31355877587778236,0.48862182364006623,0.17506304776228387,17582.467075560875,95.93873517786561,True
806,ML Headset,Components,Headsets,772,45.4168,35061.7696,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,17131.945801999835,,False
818,LL Road Front Wheel,Components,Wheels,888,37.9909,33735.919200000004,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,16484.106361677925,,False
813,HL Road Handlebars,Components,Handlebars,811,53.3999,43307.3189,263,18978.606,4934.432299999999,0.11393991651605102,0.48862182364006623,0.3746819071240152,16226.46883787991,1125.532319391635,True
894,Rear Derailleur,Components,Derailleurs,847,53.9282,45677.185399999995,328,23903.328,6214.878400000001,0.13606088784971418,0.48862182364006623,0.3525609357903521,16103.991228893403,942.5457317073171,True
996,HL Bottom Bracket,Components,Bottom Brackets,970,53.9416,52323.352,509,37103.046,9646.7716,0.184368379151244,0.48862182364006623,0.30425344448882224,15919.560073201108,695.5795677799607,True
881,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,324,41.5723,13469.4252,1769,65529.957575,-8011.44112499999,-0.5947871572871566,0.48862182364006623,1.083408980927223,14592.896229607453,66.85132843414358,True
941,Touring Pedal,Components,Pedals,885,35.9596,31824.246000000003,128,6220.032,1617.2032,0.050816701203227246,0.48862182364006623,0.437805122436839,13932.817916490085,2523.6328125,True
823,LL Mountain Rear Wheel,Components,Wheels,681,38.9588,26530.942799999997,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,12963.597653826284,,False
947,HL Touring Handlebars,Components,Handlebars,792,40.6571,32200.4232,194,10658.748,2771.2706,0.08606317323183503,0.48862182364006623,0.4025586504082312,12962.558905965898,1490.103092783505,True
907,Rear Brakes,Components,Brakes,723,47.286,34187.778,230,14697.0,3821.2199999999993,0.11177152255990429,0.48862182364006623,0.37685030108016193,12883.674432561735,1147.3695652173913,True
812,ML Road Handlebars,Components,Handlebars,822,27.4925,22598.835,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,11042.283969840955,,False
714,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,180,38.4923,6928.614,1793,62182.166079,-6834.527820999996,-0.9864206349206344,0.48862182364006623,1.4750424585607007,10219.999828978089,36.642498605688786,True
815,LL Mountain Front Wheel,Components,Wheels,722,26.9708,19472.9176,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,9514.892509304742,,False
940,HL Road Pedal,Components,Pedals,906,35.9596,32579.3976,618,30031.092,7808.0592,0.23966247921048114,0.48862182364006623,0.2489593444295851,8110.945468406797,535.0970873786408,True
916,HL Touring Seat/Saddle,Components,Saddles,989,23.3722,23115.1058,397,12538.848,3260.0846,0.14103697505031537,0.48862182364006623,0.34758484858975086,8034.460549629073,909.2821158690176,True
946,LL Touring Handlebars,Components,Handlebars,802,20.464,16412.128,47,1299.738,337.93000000000006,0.0205902610557266,0.48862182364006623,0.46803156258433964,7681.393913174193,6228.297872340426,True
912,ML Road Seat/Saddle,Components,Saddles,901,17.3782,15657.7582,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,7650.722365799201,,False
811,LL Road Handlebars,Components,Handlebars,831,19.7758,16433.6898,79,2111.196,548.9078,0.033401372831072904,0.48862182364006623,0.4552204508089933,7480.951679211155,3839.4303797468356,True
716,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,252,38.4923,9700.0596,1257,45707.136744,-2677.684355999998,-0.2760482374768087,0.48862182364006623,0.7646700611168749,7417.345167169329,73.17422434367542,True
994,LL Bottom Bracket,Components,Bottom Brackets,814,23.9716,19512.8824,350,11337.9,2947.84,0.1510714788093019,0.48862182364006623,0.3375503448307643,6586.580182762151,848.8857142857144,True
945,Front Derailleur,Components,Derailleurs,853,40.6216,34650.2248,759,41519.9918,10688.197400000005,0.3084596842211541,0.48862182364006623,0.18016213941891213,6242.658631314247,410.2042160737813,True
948,Front Brakes,Components,Brakes,767,47.286,36268.362,725,46209.711,11927.361000000004,0.3288640661522019,0.48862182364006623,0.15975775748786436,5794.152180878074,386.14482758620693,True
993,"Mountain-500 Black, 52",Bikes,Mountain Bikes,153,294.5797,45070.6941,261,93202.274,16316.972300000009,0.36203064154718684,0.48862182364006623,0.1265911820928794,5705.552443865567,213.96551724137933,True
805,LL Headset,Components,Headsets,761,15.1848,11555.6328,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,5646.334372050965,,False
808,LL Mountain Handlebars,Components,Handlebars,859,19.7758,16987.4122,401,10628.722728,2698.6269280000006,0.15886039004810873,0.48862182364006623,0.32976143359195753,5601.793400089508,781.8827930174564,True
911,LL Road Seat/Saddle,Components,Saddles,906,12.0413,10909.4178,9,146.448,38.0763,0.0034902229154703383,0.48862182364006623,0.4851316007245959,5292.503320287399,36743.333333333336,True
809,ML Mountain Handlebars,Components,Handlebars,850,27.4925,23368.625,660,24469.446528,6324.396528000001,0.2706362281905761,0.48862182364006623,0.21798559544949014,5094.023635460842,470.0757575757576,True
852,"Women's Tights, S",Clothing,Tights,324,30.9334,10022.4216,16,779.896,284.9616,0.028432409987622153,0.48862182364006623,0.4601894136524441,4612.21231948159,7391.25,True
913,HL Road Seat/Saddle,Components,Saddles,467,23.3722,10914.8174,109,3442.656,895.0862000000002,0.08200652078705414,0.48862182364006623,0.40661530285301206,4438.131782686327,1563.8073394495414,True
914,LL Touring Seat/Saddle,Components,Saddles,801,12.0413,9645.0813,74,1204.128,313.07179999999994,0.03245921835827345,0.48862182364006623,0.45616260528179275,4399.725413962701,3950.8783783783783,True
989,"Mountain-500 Black, 40",Bikes,Mountain Bikes,150,294.5797,44186.955,258,93310.272,17308.709399999992,0.3917153693889971,0.48862182364006623,0.09690645425106914,4282.001133201553,212.2093023255814,True
936,ML Mountain Pedal,Components,Pedals,507,27.568,13976.976,312,11623.248,3022.0319999999992,0.21621500959864273,0.48862182364006623,0.27240681404142353,3807.4235020934393,593.125,True
908,LL Mountain Seat/Saddle,Components,Saddles,809,12.0413,9741.4117,304,4937.261088,1276.7058880000004,0.1310596376909109,0.48862182364006623,0.35756218594915534,3483.160461682678,971.3322368421052,True
841,"Men's Sports Shorts, S",Clothing,Shorts,288,24.7459,7126.8192,0,0.0,0.0,0.0,0.48862182364006623,0.48862182364006623,3482.319394257038,,False
915,ML Touring Seat/Saddle,Components,Saddles,402,17.3782,6986.0364,70,1643.88,427.4060000000002,0.061180041947677254,0.48862182364006623,0.427441781692389,2986.1238457838826,2096.1428571428573,True
